school_id,district,facility,enrollment,school_compliance,compliance_bin,protection,protection_bin
A41012050252078,Rockford SD 205,Thurgood Marshall Elementary,403,100.00%,100%,99.26%,98-99.9%
A41012050252080,Rockford SD 205,Washington Elementary School,422,97.63%,90-97.9%,97.16%,90-97.9%
A41012050252084,Rockford SD 205,Lewis Lemon Elementary,351,98.01%,98-99.9%,98.29%,98-99.9%
A41012050252085,Rockford SD 205,Montessori Elementary School,566,99.47%,98-99.9%,96.64%,90-97.9%
A41012050252086,Rockford SD 205,Rockford Envrnmntl Science Acad,1023,99.22%,98-99.9%,98.83%,98-99.9%
A41012050252087,Rockford SD 205,Thurgood Marshall School,464,98.92%,98-99.9%,99.57%,98-99.9%
A41012050253001,Rockford SD 205,Dennis Early Childhood Center,269,100.00%,100%,90.71%,90-97.9%
A41012050253069,Rockford SD 205,Wilson ASPIRE,26,100.00%,100%,100.00%,100%
A41012050253073,Rockford SD 205,Fairview Early Childhood Center,556,99.10%,98-99.9%,98.74%,98-99.9%
A41012050253075,Rockford SD 205,Roosevelt Center,446,99.55%,98-99.9%,99.78%,98-99.9%
A41012050253078,Rockford SD 205,Summerdale Early Childhood Center,382,97.64%,90-97.9%,96.07%,90-97.9%
A41012050253079,Rockford SD 205,Wm Nashold Early Childhood Center,473,99.15%,98-99.9%,98.73%,98-99.9%
A41012070160001,Hononegah CHD 207,Hononegah High School,2039,99.71%,98-99.9%,99.02%,98-99.9%
A41013200260001,County of Winnebago SD 320,South Beloit Sr High School,267,100.00%,100%,99.63%,98-99.9%
A41013200261002,County of Winnebago SD 320,South Beloit Jr High School,138,100.00%,100%,97.83%,90-97.9%
A41013200262003,County of Winnebago SD 320,Clark Elementary School,194,99.48%,98-99.9%,98.45%,98-99.9%
A41013200262004,County of Winnebago SD 320,Riverview Elementary School,237,99.16%,98-99.9%,99.58%,98-99.9%
A41013200262005,County of Winnebago SD 320,Blackhawk Elementary School,138,100.00%,100%,98.55%,98-99.9%
A41013210260001,Pecatonica CUSD 321,Pecatonica High School,258,100.00%,100%,99.61%,98-99.9%
A41013210261001,Pecatonica CUSD 321,Pecatonica Comm Middle School,283,100.00%,100%,99.29%,98-99.9%
A41013210262002,Pecatonica CUSD 321,Pecatonica Elem School,338,100.00%,100%,94.08%,90-97.9%
A41013220260001,Durand CUSD 322,Durand High School,177,98.87%,98-99.9%,98.87%,98-99.9%
A41013220261001,Durand CUSD 322,Durand Jr High School,98,100.00%,100%,96.94%,90-97.9%
A41013220262001,Durand CUSD 322,Durand Elem School,310,99.35%,98-99.9%,97.10%,90-97.9%
A41013230260001,Winnebago CUSD 323,Winnebago High School,457,99.56%,98-99.9%,98.47%,98-99.9%
A41013230261002,Winnebago CUSD 323,Winnebago Middle School,322,100.00%,100%,98.45%,98-99.9%
A41013230262003,Winnebago CUSD 323,Dorothy Simon Elem School,280,100.00%,100%,96.07%,90-97.9%
A41013230262005,Winnebago CUSD 323,Jean McNair Elementary School,311,100.00%,100%,98.39%,98-99.9%
A05016001Y010000,Region 05 North Cook ISC 1,Beacon Academy,175,74.86%,<90%,89.14%,<90%
A05016008Z010000,Region 05 North Cook ISC 1,North Shore Country Day School,545,81.65%,<90%,85.14%,<90%
A50160150041011,Palatine CCSD 15,Plum Grove Jr High School,857,100.00%,100%,99.07%,98-99.9%
A50160150041014,Palatine CCSD 15,Carl Sandburg Jr High School,498,99.80%,98-99.9%,99.00%,98-99.9%
A50160150041016,Palatine CCSD 15,Winston Campus Jr High,730,99.32%,98-99.9%,99.04%,98-99.9%
A50160150041018,Palatine CCSD 15,Walter R Sundling Jr High Sch,666,99.85%,98-99.9%,99.25%,98-99.9%
A50160150042001,Palatine CCSD 15,Jane Addams Elem School,580,99.48%,98-99.9%,99.31%,98-99.9%
A50160150042003,Palatine CCSD 15,Central Road Elem School,575,99.48%,98-99.9%,95.30%,90-97.9%
A50160150042004,Palatine CCSD 15,Marion Jordan Elem School,465,99.35%,98-99.9%,96.56%,90-97.9%
A50160150042005,Palatine CCSD 15,Kimball Hill Elem School,637,98.90%,98-99.9%,99.37%,98-99.9%
A50160150042006,Palatine CCSD 15,Hunting Ridge Elem School,686,96.50%,90-97.9%,97.38%,90-97.9%
A50160150042007,Palatine CCSD 15,Lake Louise Elem School,759,92.89%,90-97.9%,91.96%,90-97.9%
A50160150042008,Palatine CCSD 15,Lincoln Elementary School,753,94.69%,90-97.9%,98.41%,98-99.9%
A50160150042009,Palatine CCSD 15,Stuart R Paddock School,699,99.71%,98-99.9%,99.14%,98-99.9%
A50160150042010,Palatine CCSD 15,Pleasant Hill Elem School,626,99.84%,98-99.9%,99.20%,98-99.9%
A50160150042013,Palatine CCSD 15,Gray M Sanborn Elem School,621,97.26%,90-97.9%,97.42%,90-97.9%
A50160150042015,Palatine CCSD 15,Virginia Lake Elem School,745,97.58%,90-97.9%,98.12%,98-99.9%
A50160150042018,Palatine CCSD 15,Willow Bend Elem School,631,99.21%,98-99.9%,97.62%,90-97.9%
A50160150042019,Palatine CCSD 15,Winston Campus Elementary,501,98.60%,98-99.9%,97.01%,90-97.9%
A50160150042020,Palatine CCSD 15,Thomas Jefferson Elem School,456,99.34%,98-99.9%,98.90%,98-99.9%
A50160150042023,Palatine CCSD 15,Frank C Whiteley Elem School,593,99.83%,98-99.9%,98.82%,98-99.9%
A50160150043001,Palatine CCSD 15,John G Conyers Learning Academy,359,97.77%,90-97.9%,95.26%,90-97.9%
A50160210041002,Wheeling CCSD 21,Cooper Middle School,684,100.00%,100%,99.27%,98-99.9%
A50160210041006,Wheeling CCSD 21,Oliver W Holmes Middle School,764,97.51%,90-97.9%,99.87%,98-99.9%
A50160210041007,Wheeling CCSD 21,Jack London Middle School,689,99.71%,98-99.9%,99.71%,98-99.9%
A50160210042003,Wheeling CCSD 21,Eugene Field Elem School,570,100.00%,100%,99.47%,98-99.9%
A50160210042004,Wheeling CCSD 21,Robert Frost Elem School,510,100.00%,100%,98.24%,98-99.9%
A50160210042007,Wheeling CCSD 21,Joyce Kilmer Elem School,491,99.80%,98-99.9%,98.57%,98-99.9%
A50160210042009,Wheeling CCSD 21,Henry W Longfellow Elem School,385,100.00%,100%,98.44%,98-99.9%
A50160210042010,Wheeling CCSD 21,Edgar A Poe Elem School,461,100.00%,100%,97.40%,90-97.9%
A50160210042011,Wheeling CCSD 21,J W Riley Elem School,290,100.00%,100%,97.93%,90-97.9%
A50160210042013,Wheeling CCSD 21,Booth Tarkington Elem School,339,100.00%,100%,99.41%,98-99.9%
A50160210042014,Wheeling CCSD 21,Mark Twain Elem School,464,100.00%,100%,99.14%,98-99.9%
A50160210042015,Wheeling CCSD 21,Walt Whitman Elem School,475,100.00%,100%,100.00%,100%
A50160210043001,Wheeling CCSD 21,Nathaniel Hawthorne EC School,219,99.54%,98-99.9%,99.09%,98-99.9%
A50160230021002,Prospect Heights SD 23,MacArthur Middle School,536,100.00%,100%,99.07%,98-99.9%
A50160230022001,Prospect Heights SD 23,Dwight D Eisenhower Elem School,364,100.00%,100%,97.53%,90-97.9%
A50160230022004,Prospect Heights SD 23,Betsy Ross Elem School,342,100.00%,100%,98.25%,98-99.9%
A50160230022005,Prospect Heights SD 23,Anne Sullivan Elem School,339,100.00%,100%,98.82%,98-99.9%
A50160250021014,Arlington Heights SD 25,South Middle School,915,99.78%,98-99.9%,99.67%,98-99.9%
A50160250021015,Arlington Heights SD 25,Thomas Middle School,979,99.90%,98-99.9%,98.16%,98-99.9%
A50160250022002,Arlington Heights SD 25,Dryden Elem School,499,100.00%,100%,97.60%,90-97.9%
A50160250022004,Arlington Heights SD 25,Greenbrier Elem School,404,100.00%,100%,98.27%,98-99.9%
A50160250022005,Arlington Heights SD 25,Ivy Hill Elem School,634,100.00%,100%,97.95%,90-97.9%
A50160250022009,Arlington Heights SD 25,Olive-Mary Stitt School,611,100.00%,100%,96.89%,90-97.9%
A50160250022011,Arlington Heights SD 25,Patton Elem School,437,100.00%,100%,97.03%,90-97.9%
A50160250022016,Arlington Heights SD 25,Westgate Elem School,584,100.00%,100%,98.29%,98-99.9%
A50160250022018,Arlington Heights SD 25,Windsor Elementary School,525,99.62%,98-99.9%,98.67%,98-99.9%
A50160260021006,River Trails SD 26,River Trails Middle School,479,100.00%,100%,99.16%,98-99.9%
A50160260022001,River Trails SD 26,Euclid Elem School,461,100.00%,100%,98.70%,98-99.9%
A50160260022003,River Trails SD 26,Indian Grove Elem School,513,100.00%,100%,96.69%,90-97.9%
A50160260023001,River Trails SD 26,River Trails Lrning Ctr Parkview,53,100.00%,100%,100.00%,100%
A50160270021005,Northbrook ESD 27,Wood Oaks Jr High School,431,99.77%,98-99.9%,99.77%,98-99.9%
A50160270022002,Northbrook ESD 27,Hickory Point Elem School,382,100.00%,100%,98.17%,98-99.9%
A50160270022004,Northbrook ESD 27,Shabonee School,432,99.77%,98-99.9%,99.31%,98-99.9%
A50160280021004,Northbrook SD 28,Northbrook Junior High School,617,99.84%,98-99.9%,98.87%,98-99.9%
A50160280022002,Northbrook SD 28,Greenbriar Elem School,404,100.00%,100%,98.76%,98-99.9%
A50160280022003,Northbrook SD 28,Meadowbrook Elem School,402,100.00%,100%,97.01%,90-97.9%
A50160280022006,Northbrook SD 28,Westmoor Elem School,418,100.00%,100%,98.56%,98-99.9%
A50160290022001,Sunset Ridge SD 29,Middlefork Primary School,200,99.50%,98-99.9%,98.00%,98-99.9%
A50160290022002,Sunset Ridge SD 29,Sunset Ridge Elem School,279,100.00%,100%,100.00%,100%
A50160290023001,Sunset Ridge SD 29,Northfield Community Nursery Sch,2,100.00%,100%,100.00%,100%
A50160300021001,Northbrook/Glenview SD 30,Maple School,388,100.00%,100%,98.97%,98-99.9%
A50160300022002,Northbrook/Glenview SD 30,Willowbrook Elem School,370,100.00%,100%,99.46%,98-99.9%
A50160300022003,Northbrook/Glenview SD 30,Wescott Elementary School,421,100.00%,100%,98.81%,98-99.9%
A50160310021001,West Northfield SD 31,Field School,287,99.30%,98-99.9%,99.65%,98-99.9%
A50160310022002,West Northfield SD 31,Henry Winkelman Elem School,587,100.00%,100%,98.81%,98-99.9%
A50160340041006,Glenview CCSD 34,Attea Middle School,882,99.43%,98-99.9%,98.87%,98-99.9%
A50160340041007,Glenview CCSD 34,Springman Middle School,890,99.44%,98-99.9%,99.44%,98-99.9%
A50160340042001,Glenview CCSD 34,Glen Grove Elem School,500,100.00%,100%,99.00%,98-99.9%
A50160340042002,Glenview CCSD 34,Henking Elem School,442,100.00%,100%,97.51%,90-97.9%
A50160340042003,Glenview CCSD 34,Hoffman Elem School,530,100.00%,100%,95.28%,90-97.9%
A50160340042004,Glenview CCSD 34,Lyon Elem School,458,100.00%,100%,98.69%,98-99.9%
A50160340042005,Glenview CCSD 34,Pleasant Ridge Elem School,535,100.00%,100%,98.88%,98-99.9%
A50160340042008,Glenview CCSD 34,Westbrook Elementary School,516,100.00%,100%,98.26%,98-99.9%
A50160350021001,Glencoe SD 35,Central School,552,100.00%,100%,98.55%,98-99.9%
A50160350022001,Glencoe SD 35,West School,263,100.00%,100%,99.24%,98-99.9%
A50160350022002,Glencoe SD 35,South Elem School,372,100.00%,100%,97.85%,90-97.9%
A50160360021005,Winnetka SD 36,Carleton W Washburne School,418,100.00%,100%,99.04%,98-99.9%
A50160360022001,Winnetka SD 36,Crow Island Elem School,312,100.00%,100%,98.40%,98-99.9%
A50160360022002,Winnetka SD 36,Greeley Elem School,274,100.00%,100%,97.45%,90-97.9%
A50160360022003,Winnetka SD 36,Hubbard Woods Elem School,286,100.00%,100%,99.30%,98-99.9%
A50160360022004,Winnetka SD 36,The Skokie School,378,100.00%,100%,97.62%,90-97.9%
A50160370021001,Avoca SD 37,Marie Murphy School,290,98.97%,98-99.9%,98.28%,98-99.9%
A50160370022003,Avoca SD 37,Avoca West Elem School,459,99.78%,98-99.9%,97.60%,90-97.9%
A50160380022001,Kenilworth SD 38,The Joseph Sears School,467,100.00%,100%,98.72%,98-99.9%
A50160390021008,Wilmette SD 39,Wilmette Junior High School,885,99.89%,98-99.9%,99.32%,98-99.9%
A50160390022002,Wilmette SD 39,Central Elem School,461,100.00%,100%,99.35%,98-99.9%
A50160390022003,Wilmette SD 39,Harper Elem School,409,100.00%,100%,99.02%,98-99.9%
A50160390022005,Wilmette SD 39,McKenzie Elem School,446,100.00%,100%,98.21%,98-99.9%
A50160390022006,Wilmette SD 39,Romona Elem School,544,99.82%,98-99.9%,98.35%,98-99.9%
A50160390022007,Wilmette SD 39,Highcrest Middle School,851,99.41%,98-99.9%,99.06%,98-99.9%
A05016049Y140000,Region 05 North Cook ISC 1,Loyola Academy,2006,100.00%,100%,99.45%,98-99.9%
A50160540041001,Schaumburg CCSD 54,Jane Addams JHS,700,99.86%,98-99.9%,99.14%,98-99.9%
A50160540041012,Schaumburg CCSD 54,Robert Frost JHS,675,99.85%,98-99.9%,99.26%,98-99.9%
A50160540041018,Schaumburg CCSD 54,Dwight D Eisenhower JHS,579,99.14%,98-99.9%,98.79%,98-99.9%
A50160540041019,Schaumburg CCSD 54,Margaret Mead JHS,635,100.00%,100%,98.74%,98-99.9%
A50160540041020,Schaumburg CCSD 54,Helen Keller JHS,549,100.00%,100%,99.09%,98-99.9%
A50160540042002,Schaumburg CCSD 54,Buzz Aldrin Elem School,575,98.61%,98-99.9%,98.43%,98-99.9%
A50160540042003,Schaumburg CCSD 54,Neil Armstrong Elem School,447,100.00%,100%,97.54%,90-97.9%
A50160540042005,Schaumburg CCSD 54,Campanelli Elem School,544,100.00%,100%,98.16%,98-99.9%
A50160540042006,Schaumburg CCSD 54,Winston Churchill Elem School,584,98.97%,98-99.9%,98.80%,98-99.9%
A50160540042007,Schaumburg CCSD 54,Michael Collins Elem School,772,99.87%,98-99.9%,97.93%,90-97.9%
A50160540042008,Schaumburg CCSD 54,Everett Dirksen Elementary Sch,473,100.00%,100%,97.89%,90-97.9%
A50160540042009,Schaumburg CCSD 54,Thomas Dooley Elem School,470,100.00%,100%,99.79%,98-99.9%
A50160540042010,Schaumburg CCSD 54,Fairview Elem School,538,98.51%,98-99.9%,97.40%,90-97.9%
A50160540042011,Schaumburg CCSD 54,Anne Fox Elem School,382,100.00%,100%,97.38%,90-97.9%
A50160540042013,Schaumburg CCSD 54,Hanover Highlands Elem School,520,98.08%,98-99.9%,98.27%,98-99.9%
A50160540042015,Schaumburg CCSD 54,Nathan Hale Elem School,443,99.77%,98-99.9%,97.29%,90-97.9%
A50160540042018,Schaumburg CCSD 54,Lakeview Elem School,493,99.80%,98-99.9%,99.39%,98-99.9%
A50160540042019,Schaumburg CCSD 54,MacArthur Intrntl Spanish Acad,424,99.53%,98-99.9%,100.00%,100%
A50160540042022,Schaumburg CCSD 54,John Muir Literacy Academy,434,97.70%,90-97.9%,97.70%,90-97.9%
A50160540042023,Schaumburg CCSD 54,Adolph Link Elem School,625,99.52%,98-99.9%,98.08%,98-99.9%
A50160540042026,Schaumburg CCSD 54,Albert Einstein Elem School,488,98.98%,98-99.9%,97.75%,90-97.9%
A50160540042027,Schaumburg CCSD 54,Hoover Math and Science Academy,705,99.43%,98-99.9%,99.01%,98-99.9%
A50160540042028,Schaumburg CCSD 54,Adlai Stevenson Elem School,496,99.80%,98-99.9%,98.79%,98-99.9%
A50160540042029,Schaumburg CCSD 54,Frederick Nerge Elem School,661,98.79%,98-99.9%,97.58%,90-97.9%
A50160540042030,Schaumburg CCSD 54,Enders-Salk Elem School,402,99.75%,98-99.9%,97.51%,90-97.9%
A50160540042031,Schaumburg CCSD 54,Elizabeth Blackwell Elem School,479,99.16%,98-99.9%,98.96%,98-99.9%
A50160540042032,Schaumburg CCSD 54,Lincoln Prairie School,383,100.00%,100%,98.17%,98-99.9%
A50160540043111,Schaumburg CCSD 54,The District 54 Early Lrning Ctr,605,100.00%,100%,97.02%,90-97.9%
A50160570021004,Mount Prospect SD 57,Lincoln Middle School,788,99.62%,98-99.9%,98.48%,98-99.9%
A50160570022002,Mount Prospect SD 57,Fairview Elem School,542,99.63%,98-99.9%,98.34%,98-99.9%
A50160570022005,Mount Prospect SD 57,Lions Park Elem School,445,100.00%,100%,98.88%,98-99.9%
A50160570022008,Mount Prospect SD 57,Westbrook Early Learning Cntr,541,99.63%,98-99.9%,97.78%,90-97.9%
A50160590041010,Comm Cons SD 59,Grove Jr High School,954,98.01%,98-99.9%,98.95%,98-99.9%
A50160590041012,Comm Cons SD 59,Holmes Jr High School,836,97.85%,90-97.9%,99.52%,98-99.9%
A50160590041016,Comm Cons SD 59,Friendship Jr High School,679,98.53%,98-99.9%,99.41%,98-99.9%
A50160590042001,Comm Cons SD 59,Brentwood Elem School,477,99.79%,98-99.9%,98.53%,98-99.9%
A50160590042002,Comm Cons SD 59,Adm Richard E Byrd Elem School,365,100.00%,100%,99.73%,98-99.9%
A50160590042003,Comm Cons SD 59,Clearmont Elem School,419,99.52%,98-99.9%,95.23%,90-97.9%
A50160590042006,Comm Cons SD 59,Devonshire School,450,98.44%,98-99.9%,97.56%,90-97.9%
A50160590042008,Comm Cons SD 59,Forest View Elem School,431,99.30%,98-99.9%,97.68%,90-97.9%
A50160590042009,Comm Cons SD 59,Robert Frost Elem School,357,99.72%,98-99.9%,98.60%,98-99.9%
A50160590042014,Comm Cons SD 59,John Jay Elem School,358,100.00%,100%,99.16%,98-99.9%
A50160590042016,Comm Cons SD 59,Juliette Low Elem School,375,98.93%,98-99.9%,97.87%,90-97.9%
A50160590042018,Comm Cons SD 59,Rupley Elem School,412,99.51%,98-99.9%,98.30%,98-99.9%
A50160590042019,Comm Cons SD 59,Salt Creek Elem School,433,99.08%,98-99.9%,97.69%,90-97.9%
A50160590042020,Comm Cons SD 59,Ridge Family Center for Learning,363,99.45%,98-99.9%,96.14%,90-97.9%
A50160620041001,CCSD 62,Algonquin Middle School,680,100.00%,100%,99.56%,98-99.9%
A50160620041003,CCSD 62,Chippewa Middle School,677,99.41%,98-99.9%,97.64%,90-97.9%
A50160620042001,CCSD 62,Iroquois Community School,485,99.79%,98-99.9%,99.59%,98-99.9%
A50160620042002,CCSD 62,Central Elem School,296,98.99%,98-99.9%,97.30%,90-97.9%
A50160620042004,CCSD 62,Cumberland Elem School,299,99.67%,98-99.9%,95.99%,90-97.9%
A50160620042005,CCSD 62,Forest Elem School,594,99.83%,98-99.9%,98.82%,98-99.9%
A50160620042008,CCSD 62,North Elementary School,513,100.00%,100%,97.27%,90-97.9%
A50160620042009,CCSD 62,Orchard Place Elem School,289,98.62%,98-99.9%,99.31%,98-99.9%
A50160620042010,CCSD 62,Plainfield Elem School,324,98.46%,98-99.9%,98.46%,98-99.9%
A50160620042011,CCSD 62,South Elem School,225,99.56%,98-99.9%,96.00%,90-97.9%
A50160620042012,CCSD 62,Terrace Elem School,211,99.05%,98-99.9%,97.16%,90-97.9%
A50160630021003,East Maine SD 63,Gemini Jr High School,720,100.00%,100%,99.44%,98-99.9%
A50160630022006,East Maine SD 63,V H Nelson Elem School,588,99.49%,98-99.9%,99.15%,98-99.9%
A50160630022008,East Maine SD 63,Stevenson School,417,99.52%,98-99.9%,99.52%,98-99.9%
A50160630022009,East Maine SD 63,Mark Twain Elem School,363,100.00%,100%,98.07%,98-99.9%
A50160630022010,East Maine SD 63,Washington Elem School,302,100.00%,100%,99.67%,98-99.9%
A50160630022011,East Maine SD 63,Melzer School,467,100.00%,100%,99.79%,98-99.9%
A50160630022012,East Maine SD 63,Apollo Elem School,585,100.00%,100%,100.00%,100%
A50160640041006,Park Ridge CCSD 64,Emerson Middle School,852,99.18%,98-99.9%,99.06%,98-99.9%
A50160640041007,Park Ridge CCSD 64,Lincoln Middle School,712,100.00%,100%,99.16%,98-99.9%
A50160640042001,Park Ridge CCSD 64,George B Carpenter Elem School,474,100.00%,100%,99.16%,98-99.9%
A50160640042004,Park Ridge CCSD 64,Eugene Field Elem School,654,100.00%,100%,97.55%,90-97.9%
A50160640042005,Park Ridge CCSD 64,Franklin Elementary School,540,99.81%,98-99.9%,97.22%,90-97.9%
A50160640042011,Park Ridge CCSD 64,Theodore Roosevelt Elem School,680,100.00%,100%,98.38%,98-99.9%
A50160640042012,Park Ridge CCSD 64,George Washington Elem School,652,100.00%,100%,98.16%,98-99.9%
A50160640043001,Park Ridge CCSD 64,Jefferson School,120,100.00%,100%,99.17%,98-99.9%
A50160650041002,Evanston CCSD 65,Chute Middle School,606,99.17%,98-99.9%,98.35%,98-99.9%
A50160650041007,Evanston CCSD 65,Haven Middle School,851,99.53%,98-99.9%,99.06%,98-99.9%
A50160650041012,Evanston CCSD 65,Nichols Middle School,732,100.00%,100%,98.09%,98-99.9%
A50160650042004,Evanston CCSD 65,Dawes Elementary School,381,100.00%,100%,98.16%,98-99.9%
A50160650042005,Evanston CCSD 65,Dewey Elem School,507,98.82%,98-99.9%,97.24%,90-97.9%
A50160650042009,Evanston CCSD 65,Lincoln Elem School,529,99.43%,98-99.9%,99.05%,98-99.9%
A50160650042010,Evanston CCSD 65,Lincolnwood Elem School,407,98.53%,98-99.9%,99.26%,98-99.9%
A50160650042014,Evanston CCSD 65,Oakton Elem School,411,99.03%,98-99.9%,96.84%,90-97.9%
A50160650042015,Evanston CCSD 65,Orrington Elem School,418,100.00%,100%,98.56%,98-99.9%
A50160650042019,Evanston CCSD 65,Walker Elem School,368,98.91%,98-99.9%,99.18%,98-99.9%
A50160650042020,Evanston CCSD 65,Washington Elem School,564,100.00%,100%,98.40%,98-99.9%
A50160650042021,Evanston CCSD 65,Willard Elem School,511,100.00%,100%,99.61%,98-99.9%
A50160650042022,Evanston CCSD 65,Dr ML King Jr Literary&Fine Arts,541,100.00%,100%,99.45%,98-99.9%
A50160650042023,Evanston CCSD 65,Kingsley Elementary School,393,99.75%,98-99.9%,97.71%,90-97.9%
A50160650042024,Evanston CCSD 65,Dr Bessie Rhodes-Global Studies,341,100.00%,100%,98.53%,98-99.9%
A50160650043017,Evanston CCSD 65,Rice Childrens Center,36,97.22%,90-97.9%,100.00%,100%
A50160650043020,Evanston CCSD 65,Joseph E Hill Education Center,220,100.00%,100%,100.00%,100%
A50160670021002,Golf ESD 67,Golf Middle School,298,98.66%,98-99.9%,98.66%,98-99.9%
A50160670022003,Golf ESD 67,Hynes Elem School,359,100.00%,100%,99.72%,98-99.9%
A50160680021002,Skokie SD 68,Old Orchard Jr High School,682,99.56%,98-99.9%,99.27%,98-99.9%
A50160680022001,Skokie SD 68,Devonshire Elem School,419,99.76%,98-99.9%,99.05%,98-99.9%
A50160680022004,Skokie SD 68,Jane Stenson School,369,98.92%,98-99.9%,99.73%,98-99.9%
A50160680022005,Skokie SD 68,Highland Elementary School,388,99.23%,98-99.9%,98.71%,98-99.9%
A50160690021003,Skokie SD 69,Lincoln Jr High School,548,95.99%,90-97.9%,97.99%,90-97.9%
A50160690022001,Skokie SD 69,Thomas Edison Elem School,537,99.81%,98-99.9%,98.88%,98-99.9%
A50160690022004,Skokie SD 69,Madison Elem School,595,99.33%,98-99.9%,98.15%,98-99.9%
A05016069Y100000,Region 05 North Cook ISC 1,Notre Dame College Prep,770,100.00%,100%,99.87%,98-99.9%
A50160700022003,Morton Grove SD 70,Park View Elem School,909,100.00%,100%,99.01%,98-99.9%
A50160710022001,Niles ESD 71,Clarence E Culver School,594,100.00%,100%,98.15%,98-99.9%
A05016071X160000,Region 05 North Cook ISC 1,Glenview Montessori School,63,100.00%,100%,100.00%,100%
A50160720022002,Fairview SD 72,Fairview South Elementary School,738,99.86%,98-99.9%,97.97%,90-97.9%
