school_id,district,facility,enrollment,school_compliance,compliance_bin,protection,protection_bin
A150162990252916,City of Chicago SD 299,Hampton Elem Fine & Perf Arts Sch,543,94.11%,90-97.9%,98.53%,98-99.9%
A150162990252918,City of Chicago SD 299,Colemon J Elem Academy,253,93.68%,90-97.9%,96.84%,90-97.9%
A150162990252919,City of Chicago SD 299,Columbia Explorers Elem Academy,1065,94.46%,90-97.9%,98.50%,98-99.9%
A150162990252920,City of Chicago SD 299,Chicago Academy Elem School,603,98.18%,98-99.9%,99.00%,98-99.9%
A150162990252921,City of Chicago SD 299,Courtenay Elem Language Arts Ctr,403,94.79%,90-97.9%,98.76%,98-99.9%
A150162990252922,City of Chicago SD 299,Ashburn Community Elem School,521,91.94%,90-97.9%,97.89%,90-97.9%
A150162990252923,City of Chicago SD 299,Belmont-Cragin Elem School,570,91.40%,90-97.9%,96.84%,90-97.9%
A150162990252924,City of Chicago SD 299,National Teachers Elem Academy,725,91.17%,90-97.9%,96.97%,90-97.9%
A150162990252926,City of Chicago SD 299,Talman Elem School,432,93.06%,90-97.9%,98.15%,98-99.9%
A150162990252930,City of Chicago SD 299,New Field Elem School,700,92.71%,90-97.9%,98.29%,98-99.9%
A150162990252933,City of Chicago SD 299,Durkin Park Elem School,694,90.92%,90-97.9%,96.83%,90-97.9%
A150162990252934,City of Chicago SD 299,Calmeca Acad Elem School,807,98.51%,98-99.9%,99.26%,98-99.9%
A150162990252935,City of Chicago SD 299,North River Elem School,327,98.47%,98-99.9%,99.39%,98-99.9%
A150162990252936,City of Chicago SD 299,Claremont Academy Elem School,435,94.02%,90-97.9%,97.70%,90-97.9%
A150162990252937,City of Chicago SD 299,James R Doolittle Academy,276,92.75%,90-97.9%,97.46%,90-97.9%
A150162990252941,City of Chicago SD 299,Suder Montessori Elem Magnet Schl,413,93.70%,90-97.9%,96.85%,90-97.9%
A150162990252943,City of Chicago SD 299,Tarkington Elem School,992,95.56%,90-97.9%,99.60%,98-99.9%
A150162990252945,City of Chicago SD 299,Frazier Perspectives Magnet ES,205,94.63%,90-97.9%,99.02%,98-99.9%
A150162990252949,City of Chicago SD 299,Disney II Elem School,432,93.06%,90-97.9%,96.30%,90-97.9%
A150162990252951,City of Chicago SD 299,Plato Learning Acad  Elem School,382,92.41%,90-97.9%,97.38%,90-97.9%
A150162990252953,City of Chicago SD 299,Edison Park Elem School,540,94.44%,90-97.9%,96.85%,90-97.9%
A150162990252954,City of Chicago SD 299,Davis M Magnet Elem School,248,96.77%,90-97.9%,99.19%,98-99.9%
A150162990252955,City of Chicago SD 299,LaSalle II Lang Acad Elem Sch,594,94.28%,90-97.9%,97.64%,90-97.9%
A150162990252958,City of Chicago SD 299,Prieto Math-Science Elem Sch,995,92.36%,90-97.9%,98.69%,98-99.9%
A150162990252959,City of Chicago SD 299,Skinner North Elem Sch,496,90.93%,90-97.9%,97.18%,90-97.9%
A150162990252960,City of Chicago SD 299,South Shore Fine Arts Elem Sch,396,93.43%,90-97.9%,96.72%,90-97.9%
A150162990252961,City of Chicago SD 299,Hope Inst Lrning Acad Elem School,360,98.06%,98-99.9%,99.17%,98-99.9%
A150162990252963,City of Chicago SD 299,Camras Elem School,926,89.96%,<90%,97.84%,90-97.9%
A150162990252964,City of Chicago SD 299,Garcia Lorca Elem School,831,97.11%,90-97.9%,99.28%,98-99.9%
A150162990252965,City of Chicago SD 299,West Ridge Elem School,829,92.04%,90-97.9%,97.95%,90-97.9%
A150162990252966,City of Chicago SD 299,Azuela Elem School,881,93.98%,90-97.9%,98.75%,98-99.9%
A150162990252967,City of Chicago SD 299,STEM Magnet Academy Elem,430,94.19%,90-97.9%,99.07%,98-99.9%
A150162990252968,City of Chicago SD 299,Shields Middle School,603,90.05%,90-97.9%,99.50%,98-99.9%
A150162990252969,City of Chicago SD 299,Southeast Area Elementary School,520,86.92%,<90%,96.35%,90-97.9%
A150162990252970,City of Chicago SD 299,Richardson Middle School,1210,89.34%,<90%,99.42%,98-99.9%
A150162990253075,City of Chicago SD 299,Jefferson Alt High School,190,60.53%,<90%,94.21%,90-97.9%
A150162990253600,City of Chicago SD 299,York Alternative High School,187,24.06%,<90%,81.82%,<90%
A150162990253715,City of Chicago SD 299,Graham  R Training Center,120,93.33%,90-97.9%,100.00%,100%
A150162990253732,City of Chicago SD 299,Simpson Acad HS for Young Women,40,95.00%,90-97.9%,97.50%,90-97.9%
A150162990253735,City of Chicago SD 299,Rudolph Elem Learning Center,93,92.47%,90-97.9%,97.85%,90-97.9%
A150162990253743,City of Chicago SD 299,Northside Learning Center,229,88.21%,<90%,98.25%,98-99.9%
A150162990253753,City of Chicago SD 299,Vaughn Occupational High School,229,89.96%,<90%,98.69%,98-99.9%
A150162990253760,City of Chicago SD 299,Beard Elem School,186,89.78%,<90%,95.70%,90-97.9%
A150162990253761,City of Chicago SD 299,Blair Early Childhood Center,191,92.67%,90-97.9%,98.95%,98-99.9%
A150162990253762,City of Chicago SD 299,Stock Early Childhood Center,236,95.76%,90-97.9%,97.46%,90-97.9%
A150162990253765,City of Chicago SD 299,Southside Occupational Acad HS,266,92.48%,90-97.9%,99.25%,98-99.9%
A150162990253777,City of Chicago SD 299,Camelot Safe Academy School,14,85.71%,<90%,100.00%,100%
A150162990253781,City of Chicago SD 299,Vick Early Childhood & Family Ctr,321,95.33%,90-97.9%,97.51%,90-97.9%
A150162990253784,City of Chicago SD 299,Peace and Education Coalition HS,97,82.47%,<90%,97.94%,90-97.9%
A150162990253787,City of Chicago SD 299,Thomas Early Childhood Center,166,92.77%,90-97.9%,93.98%,90-97.9%
A150162990253794,City of Chicago SD 299,Pathways in Education HS,877,77.77%,<90%,98.86%,98-99.9%
A150162990253796,City of Chicago SD 299,Excel Academy - Englewood HS,237,75.53%,<90%,97.05%,90-97.9%
A150162990253797,City of Chicago SD 299,Bridgescape Academy,594,76.43%,<90%,94.78%,90-97.9%
A150162990253800,City of Chicago SD 299,Ombudsman Chicago HS,1069,72.78%,<90%,98.22%,98-99.9%
A150162990253804,City of Chicago SD 299,Little Black Pearl Arts Acad HS,116,92.24%,90-97.9%,91.38%,90-97.9%
A150162990253805,City of Chicago SD 299,Excel Academy - Woodlawn HS,147,68.03%,<90%,95.92%,90-97.9%
A150162990253806,City of Chicago SD 299,Excel Academy - Southwest HS,119,91.60%,90-97.9%,99.16%,98-99.9%
A15016317X100000,Crawford-Lawrence Educ Serv Reg,St Walter School,125,100.00%,100%,96.80%,90-97.9%
A15016319X100000,Crawford-Lawrence Educ Serv Reg,Visitation Catholic School,135,100.00%,100%,68.89%,<90%
A15016321X100000,Crawford-Lawrence Educ Serv Reg,St Viator School,292,100.00%,100%,100.00%,100%
A15016324X100000,Crawford-Lawrence Educ Serv Reg,St Barbara,142,98.59%,98-99.9%,98.59%,98-99.9%
A15016325X100000,Crawford-Lawrence Educ Serv Reg,St Barnabas School,603,96.52%,90-97.9%,96.85%,90-97.9%
A15016328X100000,Crawford-Lawrence Educ Serv Reg,St Bede the Venerable,277,94.22%,90-97.9%,98.19%,98-99.9%
A15016329X100000,Crawford-Lawrence Educ Serv Reg,St Benedict Elem School,742,100.00%,100%,99.46%,98-99.9%
A15016331X100000,Crawford-Lawrence Educ Serv Reg,St Agnes of Bohemia,431,93.50%,90-97.9%,93.50%,90-97.9%
A15016333X160000,Crawford-Lawrence Educ Serv Reg,Chicagoland Montessori Academy,23,100.00%,100%,95.65%,90-97.9%
A15016339X100000,Crawford-Lawrence Educ Serv Reg,St Bruno School,90,85.56%,<90%,90.00%,90-97.9%
A15016344X100000,Crawford-Lawrence Educ Serv Reg,Our Lady of Tepeyac,162,90.74%,90-97.9%,93.83%,90-97.9%
A15016346X010000,Crawford-Lawrence Educ Serv Reg,Ridge Academy,43,100.00%,100%,100.00%,100%
A15016348X100000,Crawford-Lawrence Educ Serv Reg,Christ the King,372,95.97%,90-97.9%,97.04%,90-97.9%
A15016349X100000,Crawford-Lawrence Educ Serv Reg,St Christina,429,100.00%,100%,99.53%,98-99.9%
A15016352X100000,Crawford-Lawrence Educ Serv Reg,St Clement School,451,100.00%,100%,99.56%,98-99.9%
A15016356X100000,Crawford-Lawrence Educ Serv Reg,St Constance School,146,100.00%,100%,95.21%,90-97.9%
A15016362X100000,Region 07 South Cook ISC 4,St Daniel the Prophet School,684,100.00%,100%,98.54%,98-99.9%
A15016366X100000,Crawford-Lawrence Educ Serv Reg,St Edward,329,100.00%,100%,98.78%,98-99.9%
A15016368X100000,Crawford-Lawrence Educ Serv Reg,Epiphany School,238,97.48%,90-97.9%,99.16%,98-99.9%
A15016369X100000,Crawford-Lawrence Educ Serv Reg,St Ethelreda School,257,96.11%,90-97.9%,95.33%,90-97.9%
A15016370X100000,Crawford-Lawrence Educ Serv Reg,St Eugene,187,100.00%,100%,100.00%,100%
A15016372X100000,Crawford-Lawrence Educ Serv Reg,St Ferdinand School,253,100.00%,100%,99.60%,98-99.9%
A15016375X100000,Crawford-Lawrence Educ Serv Reg,Pope John Paul II Catholic School,191,100.00%,100%,98.95%,98-99.9%
A15016378X100000,Crawford-Lawrence Educ Serv Reg,St Francis Borgia School,186,100.00%,100%,96.77%,90-97.9%
A15016382X100000,Crawford-Lawrence Educ Serv Reg,St Gabriel,172,90.12%,90-97.9%,94.77%,90-97.9%
A15016383X100000,Crawford-Lawrence Educ Serv Reg,St Gall,202,91.58%,90-97.9%,94.55%,90-97.9%
A15016384X100000,Crawford-Lawrence Educ Serv Reg,St Genevieve School,213,100.00%,100%,100.00%,100%
A15016392X100000,Crawford-Lawrence Educ Serv Reg,St Helen School,351,100.00%,100%,99.72%,98-99.9%
A15016395X100000,Crawford-Lawrence Educ Serv Reg,St Hilary School,178,92.13%,90-97.9%,91.57%,90-97.9%
A15016397X100000,Crawford-Lawrence Educ Serv Reg,Chicago Jesuit Academy,152,100.00%,100%,100.00%,100%
A15016405X260000,Crawford-Lawrence Educ Serv Reg,Pui Tak Christian School,147,100.00%,100%,99.32%,98-99.9%
A15016412X100000,Crawford-Lawrence Educ Serv Reg,Northside Catholic Academy,522,100.00%,100%,99.62%,98-99.9%
A15016417X100000,Crawford-Lawrence Educ Serv Reg,Immaculate Conception School,539,100.00%,100%,99.63%,98-99.9%
A15016422X100000,Crawford-Lawrence Educ Serv Reg,St Thomas of Canterbury,249,100.00%,100%,99.20%,98-99.9%
A15016434X100000,Crawford-Lawrence Educ Serv Reg,Annunciata School,175,100.00%,100%,99.43%,98-99.9%
A15016436X100000,Crawford-Lawrence Educ Serv Reg,St Ann,218,94.04%,90-97.9%,96.79%,90-97.9%
A15016437X100000,Crawford-Lawrence Educ Serv Reg,St Angela School,251,72.11%,<90%,73.31%,<90%
A15016439X100000,Crawford-Lawrence Educ Serv Reg,St Andrew School,476,100.00%,100%,99.79%,98-99.9%
A15016441X100000,Crawford-Lawrence Educ Serv Reg,Alphonsus Acad & Cntr for Arts,482,99.79%,98-99.9%,99.17%,98-99.9%
A15016445X100000,Crawford-Lawrence Educ Serv Reg,St Ailbe School,133,90.23%,90-97.9%,96.24%,90-97.9%
A15016453X100000,Crawford-Lawrence Educ Serv Reg,St Josaphat,375,100.00%,100%,100.00%,100%
A15016456X100000,Crawford-Lawrence Educ Serv Reg,St John Fisher,689,100.00%,100%,99.56%,98-99.9%
A15016459X100000,Crawford-Lawrence Educ Serv Reg,St John Berchmans School,215,99.53%,98-99.9%,100.00%,100%
A15016460X100000,Crawford-Lawrence Educ Serv Reg,St John De La Salle School,141,96.45%,90-97.9%,92.20%,90-97.9%
A15016463X100000,Crawford-Lawrence Educ Serv Reg,St Jerome School,145,100.00%,100%,100.00%,100%
A15016492X100000,Crawford-Lawrence Educ Serv Reg,St Margaret of Scotland School,246,98.37%,98-99.9%,87.40%,<90%
A15016506X100000,Crawford-Lawrence Educ Serv Reg,St Malachy School,226,98.23%,98-99.9%,96.02%,90-97.9%
A15016535X100000,Crawford-Lawrence Educ Serv Reg,Sacred Heart School,169,100.00%,100%,95.27%,90-97.9%
A15016539X100000,Crawford-Lawrence Educ Serv Reg,St Stanislaus Kostka School,157,97.45%,90-97.9%,96.18%,90-97.9%
A15016540X100000,Crawford-Lawrence Educ Serv Reg,St Sylvester Catholic School,274,99.64%,98-99.9%,90.51%,90-97.9%
A15016542X100000,Crawford-Lawrence Educ Serv Reg,PFGA North Campus,258,100.00%,100%,99.22%,98-99.9%
A15016544X100000,Crawford-Lawrence Educ Serv Reg,St Thecla,199,100.00%,100%,100.00%,100%
A15016546X100000,Crawford-Lawrence Educ Serv Reg,St Therese School,305,100.00%,100%,100.00%,100%
A15016547X100000,Crawford-Lawrence Educ Serv Reg,St Thomas the Apostle Elementary,301,93.69%,90-97.9%,94.68%,90-97.9%
A15016548X100000,Crawford-Lawrence Educ Serv Reg,St Juliana School,452,100.00%,100%,99.56%,98-99.9%
A15016561X100000,Crawford-Lawrence Educ Serv Reg,St Richard School,268,100.00%,100%,96.27%,90-97.9%
A15016563X100000,Crawford-Lawrence Educ Serv Reg,St Robert Bellarmine School,351,98.86%,98-99.9%,98.58%,98-99.9%
A15016567X100000,Crawford-Lawrence Educ Serv Reg,St Sabina Academy,216,85.65%,<90%,95.83%,90-97.9%
A15016571X100000,Crawford-Lawrence Educ Serv Reg,Our Lady of Grace School,191,100.00%,100%,98.43%,98-99.9%
A15016572X100000,Crawford-Lawrence Educ Serv Reg,Our Lady of Guadalupe,126,100.00%,100%,92.86%,90-97.9%
A15016578X100000,Crawford-Lawrence Educ Serv Reg,Mount Carmel Academy,282,100.00%,100%,99.65%,98-99.9%
A15016590X160000,Crawford-Lawrence Educ Serv Reg,Ezzard Charles School,20,100.00%,100%,95.00%,90-97.9%
A15016595X100000,Crawford-Lawrence Educ Serv Reg,Old St Marys School,475,100.00%,100%,98.74%,98-99.9%
A15016596X100000,Crawford-Lawrence Educ Serv Reg,St Philip Neri School,129,100.00%,100%,100.00%,100%
A15016598X100000,Crawford-Lawrence Educ Serv Reg,St Pius V School,179,98.88%,98-99.9%,100.00%,100%
A15016602X100000,Crawford-Lawrence Educ Serv Reg,St Procopius Elem School,241,100.00%,100%,92.95%,90-97.9%
A15016604X100000,Crawford-Lawrence Educ Serv Reg,Queen of All Saints School,647,100.00%,100%,99.54%,98-99.9%
A15016605X100000,Crawford-Lawrence Educ Serv Reg,Queen of Angels School,409,100.00%,100%,97.56%,90-97.9%
A15016606X100000,Crawford-Lawrence Educ Serv Reg,Queen of Martyrs,287,100.00%,100%,98.95%,98-99.9%
A15016607X100000,Crawford-Lawrence Educ Serv Reg,Queen of the Universe,182,90.11%,90-97.9%,91.21%,90-97.9%
A15016608X100000,Crawford-Lawrence Educ Serv Reg,Academy of St Benedict,222,77.93%,<90%,87.39%,<90%
A15016613X100000,Crawford-Lawrence Educ Serv Reg,St Mary of the Angels,223,89.69%,<90%,92.83%,90-97.9%
A15016614X100000,Crawford-Lawrence Educ Serv Reg,St Mary of the Lake School,257,100.00%,100%,100.00%,100%
A15016618X100000,Crawford-Lawrence Educ Serv Reg,St Mary Star of the Sea,227,96.92%,90-97.9%,92.95%,90-97.9%
A15016619X100000,Crawford-Lawrence Educ Serv Reg,St Mary of the Woods School,358,98.88%,98-99.9%,99.16%,98-99.9%
A15016620X100000,Crawford-Lawrence Educ Serv Reg,Maternity B V M School,190,100.00%,100%,100.00%,100%
A15016622X100000,Crawford-Lawrence Educ Serv Reg,St Matthias/Transfiguration Sch,288,100.00%,100%,97.92%,90-97.9%
A15016624X100000,Crawford-Lawrence Educ Serv Reg,St Nicholas of Tolentine School,393,91.60%,90-97.9%,96.95%,90-97.9%
A15016626X140000,Crawford-Lawrence Educ Serv Reg,St Nicholas Cathedral,167,100.00%,100%,98.20%,98-99.9%
A15016627X100000,Crawford-Lawrence Educ Serv Reg,Bridgeport Catholic - S Campus,252,100.00%,100%,100.00%,100%
A15016630X100000,Crawford-Lawrence Educ Serv Reg,St Monica School,254,100.00%,100%,99.61%,98-99.9%
A15016632X100000,Crawford-Lawrence Educ Serv Reg,St Michael School,77,87.01%,<90%,96.10%,90-97.9%
A15016662X260000,Crawford-Lawrence Educ Serv Reg,United Educational Cultural Acad,63,100.00%,100%,100.00%,100%
A15016686Z110000,Crawford-Lawrence Educ Serv Reg,Chicago S D A Academy,42,92.86%,90-97.9%,97.62%,90-97.9%
A15016693X030000,Crawford-Lawrence Educ Serv Reg,Daystar School,321,100.00%,100%,99.38%,98-99.9%
A15016705X060000,Crawford-Lawrence Educ Serv Reg,Holy Family School,235,97.02%,90-97.9%,99.57%,98-99.9%
A15016712X160000,Crawford-Lawrence Educ Serv Reg,Brickton Montessori School,107,100.00%,100%,92.52%,90-97.9%
A15016725X010000,Crawford-Lawrence Educ Serv Reg,Urban Prairie Waldorf School,157,100.00%,100%,85.99%,<90%
A15016735X160000,Crawford-Lawrence Educ Serv Reg,Beverly Montessori School,70,100.00%,100%,95.71%,90-97.9%
A15016738X160000,Crawford-Lawrence Educ Serv Reg,Rogers Park Montessori School,383,99.74%,98-99.9%,96.87%,90-97.9%
A15016743Z010000,Crawford-Lawrence Educ Serv Reg,Francis W Parker School,941,100.00%,100%,99.26%,98-99.9%
A15016761Y010000,Crawford-Lawrence Educ Serv Reg,ASPIRA Antonia Pantoja Alt H S,5,100.00%,100%,100.00%,100%
A15016763X060000,Crawford-Lawrence Educ Serv Reg,Christ the King Lutheran School,28,100.00%,100%,100.00%,100%
A15016770S190000,Crawford-Lawrence Educ Serv Reg,So Central Comm Serv-So Shore,16,93.75%,90-97.9%,100.00%,100%
A15016778Z140000,Crawford-Lawrence Educ Serv Reg,CS Academy,55,100.00%,100%,100.00%,100%
A15016780P003105,IL Action for Children,Child Life Academy,34,88.24%,<90%,91.18%,90-97.9%
A15016780P003107,IL Action for Children,Gingerbread House Child Care Ctr,36,83.33%,<90%,83.33%,<90%
A15016780P003114,IL Action for Children,Pee Wees,17,100.00%,100%,100.00%,100%
A15016780P003115,IL Action for Children,Small World,14,92.86%,90-97.9%,92.86%,90-97.9%
A15016780P003118,IL Action for Children,Bright Visions Learning Acad Inc,20,100.00%,100%,100.00%,100%
A15016780P003123,IL Action for Children,Kiddie Kulture Child Care,35,100.00%,100%,100.00%,100%
A15016780P003126,IL Action for Children,Small World - Melrose,14,92.86%,90-97.9%,92.86%,90-97.9%
A15016780P003127,IL Action for Children,Childrens Home Center II,18,88.89%,<90%,88.89%,<90%
A15016780P003130,IL Action for Children,Safari Life Childcare,16,100.00%,100%,93.75%,90-97.9%
A15016780P003132,IL Action for Children,Kiddie Scholars,18,100.00%,100%,100.00%,100%
A15016780P003134,IL Action for Children,Rochelle's Little Angels,29,100.00%,100%,100.00%,100%
A15016780P003137,IL Action for Children,Chicago Heights Head Start,100,87.00%,<90%,88.00%,<90%
A15016780P003138,IL Action for Children,Ford Heights Head Start,65,86.15%,<90%,86.15%,<90%
A15016780P003139,IL Action for Children,Harvey Head Start,102,57.84%,<90%,65.69%,<90%
A15016780P003141,IL Action for Children,Honey Bear Daycare,35,97.14%,90-97.9%,94.29%,90-97.9%
A15016780P003145,IL Action for Children,The Childrens First Learning Acad,12,100.00%,100%,100.00%,100%
A15016780P003146,IL Action for Children,Let's Learn Children's Academy,23,100.00%,100%,100.00%,100%
A15016780P003147,IL Action for Children,Children's First Learning Center,12,100.00%,100%,100.00%,100%
A15016780P003150,IL Action for Children,Joyful Beginning,20,90.00%,90-97.9%,85.00%,<90%
A15016780P003151,IL Action for Children,First Year University,16,81.25%,<90%,81.25%,<90%
A15016780P003152,IL Action for Children,Kidds Palace Learning,15,86.67%,<90%,86.67%,<90%
A15016780X010000,Crawford-Lawrence Educ Serv Reg,Latin School of Chicago Lower,385,100.00%,100%,98.96%,98-99.9%
A15016781X050000,Crawford-Lawrence Educ Serv Reg,Yeshiva Ohr Boruch,246,97.15%,90-97.9%,84.96%,<90%
A15016785Y010000,Crawford-Lawrence Educ Serv Reg,Latin School of Chicago Upper,780,100.00%,100%,99.87%,98-99.9%
A15016791Y050000,Crawford-Lawrence Educ Serv Reg,Lubavitch Mesivta of Chicago,121,100.00%,100%,87.60%,<90%
A15016796Y010000,Crawford-Lawrence Educ Serv Reg,Chicago Academy for the Arts,129,96.12%,90-97.9%,95.35%,90-97.9%
A15016806X100000,Crawford-Lawrence Educ Serv Reg,Frances Xavier Warde Schools,974,100.00%,100%,99.49%,98-99.9%
A15016815X230000,Crawford-Lawrence Educ Serv Reg,ICCI Academy,71,100.00%,100%,100.00%,100%
A15016823Y050000,Crawford-Lawrence Educ Serv Reg,Yeshivas Meor Hatorah,45,100.00%,100%,100.00%,100%
A15016824Y050000,Crawford-Lawrence Educ Serv Reg,Lubavitch Girls High Sch,103,100.00%,100%,90.29%,90-97.9%
A15016831Z230000,Crawford-Lawrence Educ Serv Reg,Muhammad University,151,100.00%,100%,0.00%,<90%
A15016845Y050000,Crawford-Lawrence Educ Serv Reg,Bais Yaakov High Sch of Chicago,196,100.00%,100%,99.49%,98-99.9%
A15016853X160000,Crawford-Lawrence Educ Serv Reg,Ancona School Society Inc,221,100.00%,100%,99.10%,98-99.9%
A15016862Y010000,Crawford-Lawrence Educ Serv Reg,West Town Academy,133,90.98%,90-97.9%,97.74%,90-97.9%
A15016864Y050000,Crawford-Lawrence Educ Serv Reg,Hanna Sacks Bais Yaakov High Sch,124,100.00%,100%,100.00%,100%
A15016894X200000,Crawford-Lawrence Educ Serv Reg,Oakdale Christian Academy,143,86.71%,<90%,96.50%,90-97.9%
A15016898Y260000,Crawford-Lawrence Educ Serv Reg,Chicago Hope Academy,229,91.70%,90-97.9%,92.58%,90-97.9%
A15016900X030000,Crawford-Lawrence Educ Serv Reg,Chicago West Side Christian Sch,164,93.90%,90-97.9%,96.95%,90-97.9%
A15016901025201C,Horizon Science Acad-Belmont Charter Sch,Horizon Science Acad-Belmont,523,88.34%,<90%,93.69%,90-97.9%
A15016902025201C,Amandla Charter School,Amandla Charter School,255,75.69%,<90%,89.02%,<90%
A15016904025201C,Betty Shabazz  International Charter School,Betty Shabazz Internl Charter Sch,301,6.64%,<90%,47.18%,<90%
A15016904025202C,Betty Shabazz  International Charter School,Barbara A Sizemore Campus,255,-9.02%,<90%,59.22%,<90%
A15016905Z010000,Crawford-Lawrence Educ Serv Reg,GCE Lab School,46,100.00%,100%,95.65%,90-97.9%
A15016910X160000,Crawford-Lawrence Educ Serv Reg,Near North Montessori School,529,100.00%,100%,96.22%,90-97.9%
A15016927X160000,Crawford-Lawrence Educ Serv Reg,Wonder Montessori School,40,100.00%,100%,100.00%,100%
A15016947S160000,Crawford-Lawrence Educ Serv Reg,Chicago Urban Day School,14,64.29%,<90%,100.00%,100%
A15016949Y030000,Crawford-Lawrence Educ Serv Reg,Cornerstone Academy,15,100.00%,100%,100.00%,100%
A15016950X010000,Crawford-Lawrence Educ Serv Reg,P L A I D Academy,15,100.00%,100%,100.00%,100%
A15016962X100000,Crawford-Lawrence Educ Serv Reg,Children of Peace School,164,97.56%,90-97.9%,99.39%,98-99.9%
A15016970X100000,Crawford-Lawrence Educ Serv Reg,San Miguel/Back-of-the-Yards,89,96.63%,90-97.9%,96.63%,90-97.9%
A15016975Y010000,Crawford-Lawrence Educ Serv Reg,Austin Career Education Center,147,93.88%,90-97.9%,98.64%,98-99.9%
A15016980X030000,Crawford-Lawrence Educ Serv Reg,Salem Christian School,96,100.00%,100%,97.92%,90-97.9%
A15016985Y100000,Crawford-Lawrence Educ Serv Reg,Cristo Rey Jesuit High School,569,100.00%,100%,99.65%,98-99.9%
A15016994X010000,Crawford-Lawrence Educ Serv Reg,Chicago City Day School,174,100.00%,100%,96.55%,90-97.9%
A15016996X260000,Crawford-Lawrence Educ Serv Reg,Rescue Missionary Christian Sch,5,100.00%,100%,100.00%,100%
A16019001X100000,De Kalb ROE,St Mary School,182,100.00%,100%,98.90%,98-99.9%
A16019003X100000,De Kalb ROE,St Mary,204,99.51%,98-99.9%,97.06%,90-97.9%
A16019005Y140000,De Kalb ROE,Crossroads Academy,50,100.00%,100%,76.00%,<90%
A16019100Z260000,De Kalb ROE,Cornerstone Christian Academy,265,99.62%,98-99.9%,93.21%,90-97.9%
A16019103X160000,De Kalb ROE,Montessori Childrens House,20,100.00%,100%,80.00%,<90%
A160194240260001,Genoa Kingston CUSD 424,Genoa-Kingston High School,594,100.00%,100%,99.66%,98-99.9%
A160194240261003,Genoa Kingston CUSD 424,Genoa-Kingston Middle School,394,100.00%,100%,98.48%,98-99.9%
A160194240262005,Genoa Kingston CUSD 424,Genoa Elementary School,364,100.00%,100%,97.25%,90-97.9%
A160194250260001,Indian Creek CUSD 425,Indian Creek High School,219,100.00%,100%,98.17%,98-99.9%
A160194250261001,Indian Creek CUSD 425,Indian Creek Middle School,211,100.00%,100%,99.53%,98-99.9%
A160194250262002,Indian Creek CUSD 425,Indian Creek Elementary School,269,100.00%,100%,97.40%,90-97.9%
A160194260260003,Hiawatha CUSD 426,Hiawatha High School,173,98.27%,98-99.9%,97.11%,90-97.9%
A160194260262001,Hiawatha CUSD 426,Hiawatha Elem Sch PreK-8,352,97.16%,90-97.9%,96.59%,90-97.9%
A160194270260001,Sycamore CUSD 427,Sycamore High School,1237,98.87%,98-99.9%,98.38%,98-99.9%
A160194270261002,Sycamore CUSD 427,Sycamore Middle School,858,100.00%,100%,98.83%,98-99.9%
A160194270262004,Sycamore CUSD 427,North Elementary School,279,98.57%,98-99.9%,97.49%,90-97.9%
A160194270262005,Sycamore CUSD 427,Southeast Elem School,348,100.00%,100%,96.84%,90-97.9%
A160194270262006,Sycamore CUSD 427,West Elem School,283,100.00%,100%,98.59%,98-99.9%
A160194270262007,Sycamore CUSD 427,South Prairie Elementary School,284,99.30%,98-99.9%,96.13%,90-97.9%
A160194270262008,Sycamore CUSD 427,North Grove Elementary School,463,100.00%,100%,97.62%,90-97.9%
A160194280260011,DeKalb CUSD 428,DeKalb High School,1941,95.83%,90-97.9%,98.92%,98-99.9%
A160194280261010,DeKalb CUSD 428,Huntley Middle School,796,94.60%,90-97.9%,99.50%,98-99.9%
A160194280262005,DeKalb CUSD 428,Jefferson Elem School,328,99.70%,98-99.9%,99.09%,98-99.9%
A160194280262006,DeKalb CUSD 428,Lincoln Elementary School,262,98.85%,98-99.9%,99.24%,98-99.9%
A160194280262007,DeKalb CUSD 428,Littlejohn Elem School,446,99.55%,98-99.9%,97.53%,90-97.9%
A160194280262008,DeKalb CUSD 428,Tyler Elementary School,254,96.46%,90-97.9%,97.64%,90-97.9%
A160194280262009,DeKalb CUSD 428,Cortland Elementary School,557,99.64%,98-99.9%,98.03%,98-99.9%
A160194280262010,DeKalb CUSD 428,Clinton Rosette Middle School,556,97.84%,90-97.9%,98.92%,98-99.9%
A160194280262011,DeKalb CUSD 428,Gwendolyn Brooks Elem Sch,325,99.69%,98-99.9%,96.62%,90-97.9%
A160194280262012,DeKalb CUSD 428,Malta Elementary School,338,99.11%,98-99.9%,96.75%,90-97.9%
A160194280262014,DeKalb CUSD 428,Founders Elementary School,584,99.66%,98-99.9%,97.60%,90-97.9%
A160194280263001,DeKalb CUSD 428,DeKalb Early Lrng and Dev Ctr,251,97.61%,90-97.9%,98.80%,98-99.9%
A160194290260003,Hinckley Big Rock CUSD 429,Hinckley-Big Rock High School,205,99.51%,98-99.9%,100.00%,100%
A160194290262001,Hinckley Big Rock CUSD 429,Hinckley-Big Rock Middle Sch,162,99.38%,98-99.9%,100.00%,100%
A160194290262002,Hinckley Big Rock CUSD 429,Hinckley-Big Rock Elem Sch,301,99.67%,98-99.9%,97.34%,90-97.9%
A160194300260001,Sandwich CUSD 430,Sandwich Community High School,699,98.57%,98-99.9%,98.71%,98-99.9%
